Greek Word,Frequency Rank,Theme,Level,French Translation,Part of Speech
πιθανός,1103,General,30,,
τρομερός,1105,General,30,,
δολοφόνο,1106,General,30,,
γνωρίσω / γνώρισα,1107,General,30,,
αδύνατον,1108,General,30,,
το έρικ,1112,General,30,,
τεράστιος,1113,General,30,,
η μνήμη,1114,General,30,,
το σαββατοκύριακο,1116,General,30,,
κερδίζω / κέρδισα,1117,General,30,,
μυρίζω / μύρισα,1118,General,30,,
ο επικεφαλής,1119,General,30,,
το δέρμα,1120,General,30,,
το στήθος,1121,General,30,,
σέξι,1122,General,30,,
τρώει / φάε,1123,General,30,,
η γάτα,1124,General,30,,
ο διευθυντής,1125,General,30,,
κουνήσους,1126,General,30,,
το καλοκαίρι,1127,General,30,,
απαίσιος,1129,General,30,,
το κρέας,1130,General,30,,
τζόνι,1131,General,30,,
απαίσια,1132,General,30,,
πέφτω / έπεσα,1134,General,30,,
το πεδίο,1135,General,30,,
μαύρη,1136,General,30,,
καθαρός,1137,General,30,,
ο σκουπίδιος,1138,General,30,,
οδηγώ / οδήγησα,1139,General,31,,
η κούκλα,1140,General,31,,
η άλογα,1144,General,31,,
το φάρμακο,1145,General,31,,
το βοηθόςς,1146,General,31,,
κουσος,1147,General,31,,
το σκοτ,1148,General,31,,
το ψέμα,1149,General,31,,
η φάση,1150,General,31,,
πριγκίπισσα,1151,General,31,,
παίξεις,1152,General,31,,
το παρόν,1153,General,31,,
χρειαστώ / χρειαστούσα,1154,General,31,,
ο ήρωας,1156,General,31,,
η απόδειξη,1158,General,31,,
το καρλ,1159,General,31,,
εις,1160,General,31,,
εεε,1163,General,31,,
η γεύση,1164,General,31,,
το σημάδιο,1165,General,31,,
ο γέρος,1166,General,31,,
πόση,1168,General,31,,
προτείνω / πρότεινα,1169,General,31,,
σπουδαίος,1170,General,31,,
μάρτιν,1171,General,31,,
η οδός,1172,General,31,,
προτού,1173,General,31,,
ο φιλαράκος,1175,General,31,,
γράψω / έγραψα,1177,General,31,,
έστω,1179,General,31,,
το πήτερς,1181,General,32,,
ο κυριος,1182,General,32,,
το ζητάω,1183,General,32,,
η κηδεία,1184,General,32,,
το μαθήμα,1186,General,32,,
βρε,1187,General,32,,
στραβά,1189,General,32,,
κάνας,1190,General,32,,
η έκρηξη,1193,General,32,,
το θαύμα,1194,General,32,,
το ξύλο,1196,General,32,,
μπαίνω / μπήκα,1199,General,32,,
πιάζω / έπιασα,1200,General,32,,
το διάβολο,1201,General,32,,
άνετα,1203,General,32,,
ο ουρανός,1204,General,32,,
περήφανος,1207,General,32,,
η νίκη,1208,General,32,,
ονομάζω / ονόμασα,1210,General,32,,
φτιάξει / έφτιαξε,1211,General,32,,
ισχύω / ίσχυσα,1212,General,32,,
καινούριος,1214,General,32,,
το τζιν,1215,General,32,,
η παγίδα,1216,General,32,,
έξυπνης,1217,General,32,,
φοράω / φόρεσα,1218,General,32,,
τής,1221,General,32,,
το διάλειμμα,1222,General,32,,
γλύκα,1223,General,32,,
ο φόβος,1227,General,32,,
ο τόπος,1229,General,33,,
αγοράζω / ηγόρασα,1230,General,33,,
η γενέθλια,1231,General,33,,
το τέρμα,1232,General,33,,
παντρευτώ / παντρευτούσα,1233,General,33,,
πλήρης,1234,General,33,,
η αυτα,1235,General,33,,
το τζόι,1236,General,33,,
περίεργα,1237,General,33,,
καταπληκτικός,1239,General,33,,
το φιλί,1241,General,33,,
καταφέρω / κατάφερα,1242,General,33,,
τριγύρω,1243,General,33,,
η κορυφή,1244,General,33,,
το χμ,1245,General,33,,
η ποτά,1246,General,33,,
συ,1247,General,33,,
ζεστός,1249,General,33,,
τόμι,1250,General,33,,
περί,1251,General,33,,
τυχερή,1252,General,33,,
απασχολημένοςς,1253,General,33,,
δωρεάν,1254,General,33,,
το ποτήρι,1255,General,33,,
τιποτα,1256,General,33,,
ξαναδώ / ξανάδεσα,1257,General,33,,
βλάκας,1258,General,33,,
παντρευτεί,1259,General,33,,
το ουίσκι,1260,General,33,,
μπίλς,1261,General,33,,
προηγούμενος,1264,General,34,,
η φήμη,1265,General,34,,
παντρευτείς,1266,General,34,,
ο σκύλος,1268,General,34,,
γεμάτη,1270,General,34,,
το αποτυπώμα,1271,General,34,,
οι μπάτσοι,1272,General,34,,
στείλει / έστειλε,1273,General,34,,
δείξει / έδειξε,1274,General,34,,
η τζέρις,1275,General,34,,
η απόσταση,1276,General,34,,
το χάπιο,1278,General,34,,
αντέχω / άντεξα,1279,General,34,,
το σύμπαν,1280,General,34,,
το βαν,1281,General,34,,
η ντροπή,1282,General,34,,
ο παππούς,1283,General,34,,
ο τόμας,1284,General,34,,
ενοχλώ / ενόχλησα,1285,General,34,,
ιατρικός,1286,General,34,,
η γυαλιά,1287,General,34,,
χτυπάω / χτύπησα,1288,General,34,,
η μετα,1289,General,34,,
φοβερή,1290,General,34,,
ήσυχα,1292,General,34,,
η λοχία,1294,General,34,,
η ληστεία,1295,General,34,,
το τεντ,1296,General,34,,
το παντελόνι,1297,General,34,,
ανοίξω / άνοιξα,1298,General,34,,
βρεθεί,1300,General,35,,
μπάτσος,1303,General,35,,
μοναδικός,1304,General,35,,
φοβάται / φοβήθηκε,1305,General,35,,
ο σερ,1308,General,35,,
η υπομονή,1309,General,35,,
τσακ,1310,General,35,,
ο τύπους,1311,General,35,,
ευγενικός,1312,General,35,,
μεσα,1313,General,35,,
το μπόμπι,1314,General,35,,
η μπελάδα,1315,General,35,,
ελέγξω / έλεγξα,1316,General,35,,
ο ήλιος,1318,General,35,,
το σάββατο,1319,General,35,,
η ζημιά,1320,General,35,,
μοιάζεις,1323,General,35,,
ο φάκελος,1326,General,35,,
εμφανίζω / εμφάνισα,1327,General,35,,
τα κιλά,1328,General,35,,
ο μάρτυρας,1329,General,35,,
η δευτέρα,1331,General,35,,
το ταλέντο,1332,General,35,,
ο τομέας,1333,General,35,,
κοιτάξω / κοίταξα,1334,General,35,,
η αιτία,1336,General,35,,
κανονικά,1337,General,35,,
το πλάσμα,1338,General,35,,
έντι,1340,General,35,,
θυμίζω / θύμισα,1341,General,35,,
ακίνητος,1343,General,36,,
η βία,1345,General,36,,
το κάθριν,1346,General,36,,
τοσο,1347,General,36,,
αγαπητέ,1349,General,36,,
ασθενής,1350,General,36,,
το όριο,1351,General,36,,
η φίλα,1352,General,36,,
το στρατηγέ,1353,General,36,,
επείγων,1354,General,36,,
η αγγλία,1355,General,36,,
φταις,1356,General,36,,
χαζός,1357,General,36,,
μάς,1358,General,36,,
αναφέρω / ανέφερα,1359,General,36,,
οι αρέσεις,1361,General,36,,
το κιμ,1362,General,36,,
η εκπομπή,1363,General,36,,
ανοίγω / άνοιξα,1364,General,36,,
η πέτρα,1365,General,36,,
η μυρωδιά,1367,General,36,,
το λουκ,1368,General,36,,
το τέχνος,1369,General,36,,
το σπαθί,1370,General,36,,
το ψάρι,1371,General,36,,
η μορφή,1372,General,36,,
η βάρκα,1373,General,36,,
ο καθηγητής,1374,General,36,,
δουλέψω / δούλεψα,1375,General,36,,
παντρεμένος,1376,General,36,,
το δείγμα,1377,General,37,,
υπόγειος,1378,General,37,,
νόμιζεςς,1379,General,37,,
η άρχισα,1380,General,37,,
το ασθενοφόρο,1381,General,37,,
γω,1382,General,37,,
απαραίτητος,1383,General,37,,
το πακέτο,1384,General,37,,
το τηλέφωνό,1385,General,37,,
γλυκά,1386,General,37,,
σπάω / έσπασα,1388,General,37,,
το τζέισον,1389,General,37,,
ο ένοχος,1390,General,37,,
πεινάω / πείνασα,1391,General,37,,
όρεξη,1392,General,37,,
η αυλή,1393,General,37,,
εξής,1395,General,37,,
ο όροφος,1396,General,37,,
χάσω / έχασα,1397,General,37,,
πετύχω / επέτυχα,1398,General,37,,
ο δόκτωρ,1399,General,37,,
αποφασίζω / απεφάσισα,1400,General,37,,
ο κήπος,1401,General,37,,
η ευχή,1402,General,37,,
ο πυρ,1404,General,37,,
ο πάγος,1405,General,37,,
ντον,1408,General,37,,
η μωρά,1409,General,37,,
βέβαιος,1410,General,37,,
ασφαλείς,1411,General,37,,
η μηνύματα,1415,General,38,,
προάλλες,1416,General,38,,
η δώρα,1417,General,38,,
διαβάζω / διάβασα,1418,General,38,,
η κυριακή,1422,General,38,,
οι ειδήσεις,1423,General,38,,
τα αυτιά,1424,General,38,,
κόψω / έκοψα,1427,General,38,,
η ζέστη,1428,General,38,,
ώς,1429,General,38,,
κρατώ / κράτησα,1430,General,38,,
χρωστάω / χρώσταγα,1431,General,38,,
το στομάχι,1432,General,38,,
το εισιτήριο,1433,General,38,,
το σάντουιτς,1434,General,38,,
το άρθρο,1435,General,38,,
έγινα,1436,General,38,,
διάολε,1437,General,38,,
το κυνήγι,1438,General,38,,
το παιδιό,1440,General,38,,
ο κάρτερ,1442,General,38,,
η δείξη,1443,General,38,,
το θέατρο,1444,General,38,,
λος,1445,General,38,,
η αυγά,1446,General,38,,
εξω,1448,General,38,,
σύμφωνος,1450,General,38,,
στέλνω / έστειλα,1451,General,38,,
η υγεία,1452,General,38,,
το ρεύμα,1453,General,38,,
φανεί,1454,General,39,,
το φεγγάρι,1456,General,39,,
τρώω / έφαγα,1458,General,39,,
αρχικά,1461,General,39,,
το κάστρο,1462,General,39,,
κάθομαι / έκατσα,1463,General,39,,
ο γνωστός,1464,General,39,,
τζος,1465,General,39,,
συναντώ / συνάντησα,1467,General,39,,
προκαλώ / προκάλεσα,1468,General,39,,
περίμενες,1469,General,39,,
ξεφύγω / ξέφυγα,1470,General,39,,
ανυπομονώ / ανυπομόνησα,1475,General,39,,
το ψωμί,1476,General,39,,
φανταστικός,1477,General,39,,
το σωρό,1478,General,39,,
μετράω / μέτρησα,1480,General,39,,
πιθανώς,1481,General,39,,
αδελφέ,1482,General,39,,
ακομα,1483,General,39,,
το χιλιόμετρο,1484,General,39,,
πίνεις,1486,General,39,,
το μέγεθος,1493,General,39,,
ανοιχτή,1494,General,39,,
ζακ,1495,General,39,,
ο παιδιών,1496,General,39,,
ο πράκτορας,1498,General,39,,
το σμιθ,1499,General,39,,
το μεξικό,1500,General,39,,
το μεγαλειότατε,1501,General,39,,
νοιώθω / ένοιωσα,1502,General,40,,
πέμπτος,1504,General,40,,
η ανάσα,1506,General,40,,
αναλαμβάνω / ανάλαβα,1507,General,40,,
οι βγάζεις,1508,General,40,,
το πράσινο,1509,General,40,,
δοκιμάζω / δοκίμασα,1511,General,40,,
η αγκαλιά,1512,General,40,,
το κοτόπουλο,1513,General,40,,
φορώ / φόρεσα,1515,General,40,,
ειδικός,1518,General,40,,
ηθοποιός,1519,General,40,,
πιω,1520,General,40,,
μεγαλύτερος,1521,General,40,,
πιό,1522,General,40,,
συν,1523,General,40,,
το σημείωμα,1525,General,40,,
το λύκειο,1526,General,40,,
η σπιτιού,1527,General,40,,
άδειος,1528,General,40,,
η σαμπάνια,1529,General,40,,
ύποπτος,1530,General,40,,
η πισίνα,1531,General,40,,
ο χάρτης,1533,General,40,,
μπορεις,1534,General,40,,
η βροχή,1535,General,40,,
το αισθήμα,1536,General,40,,
πλησιάζω / πλησίασα,1538,General,40,,
οι ρωτήσεις,1540,General,40,,
το αστέρι,1541,General,40,,
λέςς,1542,General,41,,
ο νους,1543,General,41,,
ο αιώνας,1544,General,41,,
κρυφά,1545,General,41,,
είν,1546,General,41,,
το τσιγάρο,1547,General,41,,
οι ρίξεις,1549,General,41,,
αθώος,1550,General,41,,
η μάγισσα,1551,General,41,,
η καλιφόρνια,1552,General,41,,
το μούτρο,1553,General,41,,
τρέξε,1554,General,41,,
τα μυαλά,1555,General,41,,
θεώ,1556,General,41,,
το εε,1557,General,41,,
αριστερό,1560,General,41,,
το τραύμα,1561,General,41,,
η πρόβλημά,1562,General,41,,
ο τάφος,1563,General,41,,
καλύτερες,1564,General,41,,
έπειτα,1566,General,41,,
απαντώ / απήντησα,1567,General,41,,
το ημερολόγιο,1568,General,41,,
ο πίνακας,1571,General,41,,
σίγουροι,1573,General,41,,
ο εχθρός,1574,General,41,,
κανονίζω / κανόνισα,1575,General,41,,
αργώ / άργησα,1577,General,41,,
νέας,1578,General,41,,
το τζούλιος,1580,General,41,,
ο στρατηγός,1581,General,42,,
η ωρα,1583,General,42,,
το γουρούνι,1584,General,42,,
οσος,1586,General,42,,
το πορτοφόλι,1587,General,42,,
κλαις,1588,General,42,,
το βλέμμα,1590,General,42,,
το βραβείο,1591,General,42,,
η σελίδα,1592,General,42,,
η μεσάνυχτα,1594,General,42,,
κοιμηθεί,1595,General,42,,
χαζή,1596,General,42,,
ρίξει / έριξε,1597,General,42,,
η γκόμενα,1599,General,42,,
το τατουάζ,1600,General,42,,
η δόση,1601,General,42,,
το στυλ,1602,General,42,,
η βέγκα,1603,General,42,,
πίνω / ήπια,1605,General,42,,
ανοιχτά,1606,General,42,,
ανοιχτός,1607,General,42,,
κινείται / κινήθηκε,1610,General,42,,
οι ζητήσεις,1611,General,42,,
ψάξω / έψαξα,1612,General,42,,
το πλήρωμα,1613,General,42,,
το τόνυ,1616,General,42,,
ο καναπές,1617,General,42,,
πισω,1618,General,42,,
διασκεδαστικός,1619,General,42,,
